slug,url,value
an-introduction-to-machine-learning,how-to-build-a-machine-learning-classifier-in-python-with-scikit-learn,30
an-introduction-to-machine-learning,how-to-perform-neural-style-transfer-with-python3-and-pytorch,30
an-introduction-to-managing-secrets-safely-with-version-control-systems,how-to-use-git-hooks-to-automate-development-and-deployment-tasks,30
an-introduction-to-mesosphere,how-to-configure-a-production-ready-mesosphere-cluster-on-ubuntu-14-04,30
an-introduction-to-oauth-2,how-to-use-oauth-authentication-with-digitalocean-as-a-user-or-developer,30
an-introduction-to-raid-terminology-and-concepts,an-introduction-to-raid-terminology-and-concepts,30
an-introduction-to-raid-terminology-and-concepts,how-to-manage-raid-arrays-with-mdadm-on-ubuntu-16-04,30
an-introduction-to-saltstack-terminology-and-concepts,how-to-install-and-configure-salt-master-and-minion-servers-on-ubuntu-14-04,30
an-introduction-to-selinux-on-centos-7-part-2-files-and-processes,an-introduction-to-selinux-on-centos-7-part-3-users,30
an-introduction-to-selinux-on-centos-7-part-3-users,an-introduction-to-selinux-on-centos-7-part-2-files-and-processes,30
an-introduction-to-selinux-on-centos-7-part-3-users,an-introduction-to-selinux-on-centos-7-part-1-basic-concepts,30
an-introduction-to-storage-terminology-and-concepts-in-linux,how-to-perform-basic-administration-tasks-for-storage-devices-in-linux,30
an-introduction-to-the-linux-terminal,basic-linux-navigation-and-file-management,30
an-introduction-to-working-with-strings-in-go,how-to-use-variables-in-go,30
an-introduction-to-working-with-strings-in-python-3,an-introduction-to-string-functions-in-python-3,30
an-introduction-to-working-with-strings-in-python-3,how-to-index-and-slice-strings-in-python-3,30
an-introduction-to-working-with-strings-in-python-3,how-to-convert-data-types-in-python-3,30
an-introduction-to-working-with-strings-in-python-3,how-to-do-math-in-python-3-with-operators,30
an-overview-of-our-demonstration-html-and-css-website,how-to-create-a-featured-quote-box-on-your-website-using-css-section-6,30
an-overview-of-our-demonstration-html-and-css-website,how-to-add-your-educational-history-and-skills-to-your-website-using-css-section-5,30
apache-basics-installation-and-configuration-troubleshooting,how-to-move-an-apache-web-root-to-a-new-location-on-ubuntu-16-04,30
apache-configuration-error-ah00526-syntax-error,how-to-troubleshoot-common-apache-errors,30
automatically-deploy-laravel-applications-deployer-ubuntu,how-to-set-up-a-private-git-server-on-a-vps,30
automatically-deploy-laravel-applications-deployer-ubuntu,how-to-install-and-use-composer-on-ubuntu-16-04,30
automating-initial-server-setup-with-ubuntu-18-04,an-introduction-to-droplet-metadata,30
automating-initial-server-setup-with-ubuntu-18-04,an-introduction-to-droplet-metadata,30
automating-initial-server-setup-with-ubuntu-18-04,how-to-set-up-ssh-keys-on-ubuntu-1604,30
automating-server-setup-with-ansible-a-digitalocean-workshop-kit-ru,how-to-set-up-ssh-keys-on-ubuntu-1804,30
automating-server-setup-with-ansible-a-digitalocean-workshop-kit-ru,how-to-use-ansible-roles-to-abstract-your-infrastructure-environment,30
automating-the-deployment-of-a-scalable-wordpress-site,how-to-create-a-redundant-storage-pool-using-glusterfs-on-ubuntu-servers,30
basic-linux-navigation-and-file-management,how-to-use-cd-pwd-and-ls-to-explore-the-file-system-on-a-linux-server,30
blueprint-how-ghost-migrated-from-dedicated-servers-to-digitalocean,how-to-set-up-mysql-master-master-replication,30
blueprint-how-ghost-migrated-from-dedicated-servers-to-digitalocean,how-to-install-and-configure-ansible-on-an-ubuntu-12-04-vps,30
blueprint-how-ghost-migrated-from-dedicated-servers-to-digitalocean,how-to-understand-the-chef-configuration-environment-on-a-vps,30
blueprint-how-ghost-migrated-from-dedicated-servers-to-digitalocean,how-to-mitigate-ddos-attacks-against-your-website-with-cloudflare,30
brief-history-of-linux,how-to-understand-the-filesystem-layout-in-a-linux-vps,30
brief-history-of-linux,Free-vs-Open-Source-Software,30
brief-history-of-linux,an-introduction-to-regular-expressions,30
brief-history-of-linux,how-to-use-find-and-locate-to-search-for-files-on-a-linux-vps,30
build-a-web-app-with-django,how-to-deploy-django-to-app-platform,30
building-for-production-web-applications-backups,how-to-set-up-ssh-keys--2,30
building-for-production-web-applications-backups,how-to-use-rsync-to-sync-local-and-remote-directories-on-a-vps,30
building-for-production-web-applications-backups,how-to-back-up-an-ubuntu-14-04-server-with-bacula,30
building-for-production-web-applications-backups,understanding-digitalocean-droplet-backups,30
building-for-production-web-applications-backups,building-for-production-web-applications-monitoring,30
building-for-production-web-applications-backups,how-to-back-up-an-ubuntu-14-04-server-with-bacula,30
building-for-production-web-applications-backups,how-to-create-hot-backups-of-mysql-databases-with-percona-xtrabackup-on-ubuntu-14-04,30
building-for-production-web-applications-backups,how-to-create-hot-backups-of-mysql-databases-with-percona-xtrabackup-on-ubuntu-14-04,30
building-for-production-web-applications-backups,how-to-back-up-an-ubuntu-14-04-server-with-bacula,30
building-for-production-web-applications-backups,how-to-back-up-an-ubuntu-14-04-server-with-bacula,30
building-for-production-web-applications-backups,how-to-create-hot-backups-of-mysql-databases-with-percona-xtrabackup-on-ubuntu-14-04,30
building-for-production-web-applications-backups,how-to-schedule-routine-tasks-with-cron-and-anacron-on-a-vps,30
building-for-production-web-applications-centralized-logging,how-to-use-kibana-dashboards-and-visualizations,30
building-for-production-web-applications-centralized-logging,how-to-map-user-location-with-geoip-and-elk-elasticsearch-logstash-and-kibana,30
building-for-production-web-applications-centralized-logging,adding-logstash-filters-to-improve-centralized-logging,30
building-for-production-web-applications-centralized-logging,how-to-install-elasticsearch-logstash-and-kibana-4-on-ubuntu-14-04,30
building-for-production-web-applications-centralized-logging,how-to-install-elasticsearch-logstash-and-kibana-4-on-ubuntu-14-04,30
building-for-production-web-applications-centralized-logging,how-to-install-elasticsearch-logstash-and-kibana-4-on-ubuntu-14-04,30
building-for-production-web-applications-deploying,how-to-use-haproxy-as-a-layer-7-load-balancer-for-wordpress-and-nginx-on-ubuntu-14-04,30
building-for-production-web-applications-deploying,how-to-implement-ssl-termination-with-haproxy-on-ubuntu-14-04,30
building-for-production-web-applications-deploying,how-to-set-up-a-remote-database-to-optimize-site-performance-with-mysql,30
building-for-production-web-applications-deploying,building-for-production-web-applications-recovery-planning,30
building-for-production-web-applications-deploying,how-to-use-haproxy-as-a-layer-4-load-balancer-for-wordpress-application-servers-on-ubuntu-14-04,30
building-for-production-web-applications-monitoring,building-for-production-web-applications-centralized-logging,30
building-for-production-web-applications-monitoring,how-to-install-nagios-4-and-monitor-your-servers-on-ubuntu-14-04,30
building-for-production-web-applications-monitoring,how-to-install-nagios-4-and-monitor-your-servers-on-ubuntu-14-04,30
building-for-production-web-applications-monitoring,how-to-use-icinga-to-monitor-your-servers-and-services-on-ubuntu-14-04,30
building-for-production-web-applications-overview,building-for-production-web-applications-deploying,30
building-for-production-web-applications-recovery-planning,building-for-production-web-applications-backups,30
building-go-applications-for-different-operating-systems-and-architectures-pt,how-to-read-and-set-environmental-and-shell-variables-on-a-linux-vps,30
building-go-applications-for-different-operating-systems-and-architectures-pt,customizing-go-binaries-with-build-tags,30
building-go-applications-for-different-operating-systems-and-architectures-pt,an-introduction-to-the-strings-package-in-go,30
building-go-applications-for-different-operating-systems-and-architectures-pt,building-go-applications-for-different-operating-systems-and-architectures,30
ci-cd-comparison-using-managed-providers-vs-self-hosting,ci-cd-tools-comparison-jenkins-gitlab-ci-buildbot-drone-and-concourse,30
ci-cd-tools-comparison-jenkins-gitlab-ci-buildbot-drone-and-concourse,how-to-install-and-configure-drone-on-ubuntu-16-04,30
ci-cd-tools-comparison-jenkins-gitlab-ci-buildbot-drone-and-concourse,how-to-install-jenkins-on-ubuntu-16-04,30
ci-cd-tools-comparison-jenkins-gitlab-ci-buildbot-drone-and-concourse,how-to-install-concourse-ci-on-ubuntu-16-04,30
ci-cd-tools-comparison-jenkins-gitlab-ci-buildbot-drone-and-concourse,how-to-install-buildbot-on-ubuntu-16-04,30
ci-cd-tools-comparison-jenkins-gitlab-ci-buildbot-drone-and-concourse,how-to-set-up-continuous-integration-pipelines-with-gitlab-ci-on-ubuntu-16-04,30
comment-installer-et-utiliser-docker-sur-ubuntu-18-04-fr,the-docker-ecosystem-an-introduction,30
comment-installer-et-utiliser-docker-sur-ubuntu-18-04-fr,how-to-set-up-a,30
como-analisar-as-estatisticas-do-banco-de-dados-postgresql-gerenciado-usando-o-elastic-stack-no-ubuntu-18-04-pt,como-instalar-o-java-com-apt-no-ubuntu-18-04-pt,30
como-analisar-as-estatisticas-do-banco-de-dados-postgresql-gerenciado-usando-o-elastic-stack-no-ubuntu-18-04-pt,como-instalar-elasticsearch-logstash-e-kibana-elastic-stack-no-ubuntu-18-04-pt,30
como-comecar-com-o-freebsd-10-1-pt,how-to-install-java-on-freebsd-10-1,30
como-comecar-com-o-freebsd-10-1-pt,how-to-install-an-nginx-mysql-and-php-femp-stack-on-freebsd-10-1,30
como-comecar-com-o-freebsd-10-1-pt,recommended-steps-for-new-freebsd-10-1-servers,30
como-comecar-com-o-freebsd-10-1-pt,a-comparative-introduction-to-freebsd-for-linux-users,30
como-comecar-com-o-freebsd-10-1-pt,how-to-install-wordpress-with-apache-on-freebsd-10-1,30
como-comecar-com-o-freebsd-10-1-pt,a-comparative-introduction-to-freebsd-for-linux-users,30
como-comecar-com-o-freebsd-10-1-pt,how-to-install-wordpress-with-nginx-on-a-freebsd-10-1-server,30
como-configurar-claves-de-ssh-en-centos-7-es,how-to-configure-ssh-key-based-authentication-on-a-linux-server,30
como-configurar-manualmente-um-servidor-prisma-no-ubuntu-18-04-pt,how-to-install-docker-compose-on-ubuntu-18-04,30
como-configurar-pipelines-de-integracao-continua-com-o-gitlab-ci-no-ubuntu-16-04-pt,como-instalar-e-usar-o-docker-no-ubuntu-16-04-pt,30
como-configurar-um-banco-de-dados-remoto-para-otimizar-o-desempenho-do-site-com-o-mysql-no-ubuntu-18-04-pt,como-proteger-o-nginx-com-o-let-s-encrypt-no-ubuntu-18-04-pt,30
como-configurar-um-registro-privado-do-docker-no-ubuntu-18-04-pt,como-instalar-o-nginx-no-ubuntu-18-04-pt,30
como-construir-imagens-docker-e-hospedar-um-repositorio-de-imagens-docker-com-o-gitlab-pt,como-configurar-pipelines-de-integracao-continua-com-o-gitlab-ci-no-ubuntu-16-04-pt,30
como-construir-imagens-docker-e-hospedar-um-repositorio-de-imagens-docker-com-o-gitlab-pt,configuracao-inicial-de-servidor-com-ubuntu-16-04-pt,30
como-construir-imagens-docker-e-hospedar-um-repositorio-de-imagens-docker-com-o-gitlab-pt,como-instalar-e-configurar-o-gitlab-no-ubuntu-16-04-pt,30
como-construir-imagens-docker-e-hospedar-um-repositorio-de-imagens-docker-com-o-gitlab-pt,como-criar-um-space-e-uma-api-key-na-digitalocean-pt,30
como-criar-ambientes-de-desenvolvimento-php-com-o-docker-compose,how-to-containerize-a-laravel-application-for-development-with-docker-compose-on-ubuntu-18-04-pt,30
como-criar-uma-imagem-do-seu-ambiente-linux-e-lanca-la-na-digitalocean-pt,how-to-create-a-digitalocean-droplet-from-an-ubuntu-iso-format-image,30
como-criar-uma-imagem-do-seu-ambiente-linux-e-lanca-la-na-digitalocean-pt,how-to-create-an-image-of-your-linux-environment-and-launch-it-on-digitalocean,30
como-criar-um-cluster-kubernetes-1-10-usando-kubeadm-no-centos-7-pt,how-to-set-up-ssh-keys-on-centos7,30
como-criar-um-cluster-kubernetes-1-10-usando-kubeadm-no-centos-7-pt,how-to-install-and-use-docker-on-centos-7,30
como-criar-um-pull-request-no-github-pt,an-introduction-to-contributing-to-open-source-projects-and-installing-git,30
como-criar-um-pull-request-no-github-pt,como-usar-o-git-um-guia-de-consulta-rapida-pt,30
como-criar-um-pull-request-no-github-pt,an-introduction-to-contributing-to-open-source-projects-and-installing-git,30
como-criar-um-pull-request-no-github-pt,how-to-create-a-pull-request-on-github,30
como-fazer-o-benchmark-de-um-servidor-redis-no-ubuntu-18-04-pt,configuracao-inicial-de-servidor-com-ubuntu-18-04-pt,30
como-fazer-scraping-em-paginas-web-com-beautiful-soup-and-python-3-pt,how-to-use-the-javascript-developer-console,30
como-fazer-scraping-em-paginas-web-com-beautiful-soup-and-python-3-pt,how-to-construct-for-loops-in-python-3,30
como-fazer-scraping-em-paginas-web-com-beautiful-soup-and-python-3-pt,how-to-work-with-web-data-using-requests-and-beautiful-soup-with-python-3,30
como-fazer-scraping-em-paginas-web-com-beautiful-soup-and-python-3-pt,understanding-lists-in-python-3,30
como-fazer-scraping-em-paginas-web-com-beautiful-soup-and-python-3-pt,an-introduction-to-working-with-strings-in-python-3,30
como-fazer-scraping-em-paginas-web-com-beautiful-soup-and-python-3-pt,how-to-handle-plain-text-files-in-python-3,30
como-fazer-scraping-em-paginas-web-com-beautiful-soup-and-python-3-pt,how-to-scrape-web-pages-with-beautiful-soup-and-python-3,30
como-fazer-scraping-em-paginas-web-com-beautiful-soup-and-python-3-pt,how-to-crawl-a-web-page-with-scrapy-and-python-3,30
como-fazer-scraping-em-paginas-web-com-beautiful-soup-and-python-3-pt,how-to-handle-plain-text-files-in-python-3,30
como-inspecionar-a-rede-do-kubernetes-pt,como-inspecionar-a-rede-do-kubernetes-pt,30
como-instalar-docker-compose-en-ubuntu-18-04-es,how-to-configure-a-continuous-integration-testing-environment-with-docker-and-docker-compose-on-ubuntu-16-04,30
como-instalar-el-servidor-web-de-apache-en-debian-9-es,initial-server-setup-with-debian-9,30
como-instalar-e-usar-o-docker-compose-no-centos-7-pt,how-to-install-and-use-docker-on-centos-7-pt,30
como-instalar-e-usar-o-docker-no-centos-7-pt,o-ecossistema-do-docker-uma-introducao-aos-componentes-comuns-pt,30
como-instalar-e-utilizar-o-tensorflow-no-ubuntu-18-04-pt,how-to-work-with-the-python-interactive-console,30
como-instalar-e-utilizar-o-tensorflow-no-ubuntu-18-04-pt,how-to-install-python-3-and-set-up-a-programming-environment-on-an-ubuntu-18-04-server,30
como-instalar-git-en-ubuntu-18-04-es,how-to-install-git-on-ubuntu-18-04,30
como-instalar-git-en-ubuntu-18-04-es,how-to-install-git-on-ubuntu-18-04,30
como-instalar-linux-apache-mysql-php-lamp-en-ubuntu-14-04-es,how-to-create-a-ssl-certificate-on-apache-for-ubuntu-12-04,30
como-instalar-linux-apache-mysql-php-lamp-en-ubuntu-16-04-es,how-to-install-and-secure-phpmyadmin-on-ubuntu-12-04,30
como-instalar-mongodb-en-ubuntu-16-04-es,what-s-new-in-ubuntu-16-04,30
como-instalar-nginx-en-ubuntu-18-04-guia-de-inicio-rapido-es,how-to-install-nginx-on-ubuntu-18-04,30
como-instalar-o-git-no-centos-7-pt,initial-server-setup-with-centos-7-pt,30
como-instalar-o-nginx-no-ubuntu-16-04-pt,how-to-set-up-nginx-server-blocks-virtual-hosts-on-ubuntu-16-04,30
como-instalar-o-nginx-no-ubuntu-16-04-pt,how-to-install-linux-nginx-mysql-php-lemp-stack-in-ubuntu-16-04,30
como-instalar-o-node-js-no-ubuntu-16-04-pt,how-to-set-up-a-node-js-application-for-production-on-ubuntu-14-04,30
como-instalar-o-servidor-web-apache-no-centos-7-pt,additional-recommended-steps-for-new-centos-7-servers-pt,30
como-instalar-o-servidor-web-apache-no-centos-7-pt,configuracao-inicial-do-servidor-com-o-centos-7-pt,30
como-instalar-o-wordpress-com-um-banco-de-dados-gerenciado-no-ubuntu-18-04-pt,understanding-managed-databases,30
como-instalar-o-wordpress-com-um-banco-de-dados-gerenciado-no-ubuntu-18-04-pt,how-to-speed-up-wordpress-asset-delivery-using-digitalocean-spaces-cdn,30
como-instalar-o-wordpress-com-um-banco-de-dados-gerenciado-no-ubuntu-18-04-pt,como-instalar-a-pilha-linux-apache-mysql-php-lamp-no-ubuntu-18-04-pt,30
como-instalar-o-wordpress-com-um-banco-de-dados-gerenciado-no-ubuntu-18-04-pt,how-to-install-wordpress-managed-database-ubuntu-18-04,30
como-monitorar-seu-banco-de-dados-postgresql-gerenciado-usando-o-nagios-core-no-ubuntu-18-04-pt,how-to-install-nagios-4-and-monitor-your-servers-on-ubuntu-18-04,30
como-otimizar-imagens-docker-para-producao-pt,como-instalar-e-usar-o-docker-no-ubuntu-18-04-pt,30
como-otimizar-imagens-docker-para-producao-pt,como-construir-uma-aplicacao-node-js-com-o-docker-pt,30
como-solucionar-problemas-no-mysql-pt,how-to-optimize-queries-and-tables-in-mysql-and-mariadb-on-a-vps,30
como-solucionar-problemas-no-mysql-pt,how-to-reset-your-mysql-or-mariadb-root-password,30
como-solucionar-problemas-no-mysql-pt,how-to-install-the-latest-mysql-on-ubuntu-18-04,30
como-solucionar-problemas-no-mysql-pt,como-instalar-o-mysql-no-ubuntu-18-04-pt,30
como-usar-metodos-de-objetos-en-javascript-es,how-to-use-array-methods-in-javascript-mutator-methods,30
como-usar-metodos-de-objetos-en-javascript-es,digitalocean-community-glossary,30
como-usar-o-ansible-para-instalar-e-configurar-o-lemp-no-ubuntu-18-04-pt,how-to-install-linux-nginx-mysql-php-lemp-stack-ubuntu-18-04-pt,30
como-usar-o-traefik-como-um-proxy-reverso-para-containers-do-docker-no-centos-7-pt,como-instalar-e-usar-o-docker-compose-no-centos-7-pt,30
como-usar-o-traefik-como-um-proxy-reverso-para-containers-do-docker-no-centos-7-pt,como-configurar-um-registro-privado-do-docker-no-ubuntu-18-04-pt,30
